Identifiant;Date (AAAA/MM/JJ);Heure;Nom;Région épicentrale;Choc;X RGF93/L93;Y RGF93/L93;Latitude en WGS 84;Longitude en WGS 84;Intensité épicentrale;Qualité intensité épicentrale
640216;1844/01/23;3 h;OSSAU (LOUVIE-JUZON);PYRENEES OCCIDENTALES;;420041.98;6220977.34;43.03;-0.43;;
730085;1844/01/29;17 h 55 min;MAURIENNE (ST-JEAN-DE-MAURIENNE);ALPES SAVOYARDES;SECOUSSE INDIVIDUALISEE D UN ESSAIM;951114.07;6462571.38;45.22;6.20;;
40035;1844/02/24;2 h 10 min;UBAYE (BARCELONNETTE);ALPES PROVENCALES;GROUPE DE SECOUSSES D UN ESSAIM;990680.43;6371641.23;44.38;6.65;4;INFORMATION ISOLÉE
730209;1844/03/05;22 h 19 min;MAURIENNE (ST-JEAN-DE-MAURIENNE);ALPES SAVOYARDES;SECOUSSE INDIVIDUALISEE D UN ESSAIM;960341.73;6461099.77;45.20;6.32;;INFORMATION ISOLÉE
730210;1844/03/05;22 h 32 min;MAURIENNE (ST-JEAN-DE-MAURIENNE);ALPES SAVOYARDES;SECOUSSE INDIVIDUALISEE D UN ESSAIM;960341.73;6461099.77;45.20;6.32;;INFORMATION ISOLÉE
730211;1844/03/07;11 h 55 min;MAURIENNE (ST-JEAN-DE-MAURIENNE);ALPES SAVOYARDES;SECOUSSE INDIVIDUALISEE D UN ESSAIM;960341.73;6461099.77;45.20;6.32;;INFORMATION ISOLÉE
730212;1844/03/07;12 h 44 min;MAURIENNE (ST-JEAN-DE-MAURIENNE);ALPES SAVOYARDES;SECOUSSE INDIVIDUALISEE D UN ESSAIM;960341.73;6461099.77;45.20;6.32;;INFORMATION ISOLÉE
730213;1844/03/08;10 h 10 min;MAURIENNE (ST-JEAN-DE-MAURIENNE);ALPES SAVOYARDES;SECOUSSE INDIVIDUALISEE D UN ESSAIM;960341.73;6461099.77;45.20;6.32;;INFORMATION ISOLÉE
680047;1844/03/11;;SUNDGAU (LEYMEN);ALSACE;GROUPE DE SECOUSSES D UN ESSAIM;1037338.01;6720649.93;47.50;7.48;;
730214;1844/03/13;12 h 5 min;MAURIENNE (ST-JEAN-DE-MAURIENNE);ALPES SAVOYARDES;SECOUSSE INDIVIDUALISEE D UN ESSAIM;960341.73;6461099.77;45.20;6.32;;INFORMATION ISOLÉE
730215;1844/04/01;10 h;MAURIENNE (ST-JEAN-DE-MAURIENNE);ALPES SAVOYARDES;SECOUSSE INDIVIDUALISEE D UN ESSAIM;960341.73;6461099.77;45.20;6.32;;INFORMATION ISOLÉE
730216;1844/05/01;20 h 40 min;MAURIENNE (ST-JEAN-DE-MAURIENNE);ALPES SAVOYARDES;SECOUSSE INDIVIDUALISEE D UN ESSAIM;960341.73;6461099.77;45.20;6.32;;INFORMATION ISOLÉE
860012;1844/06/03;22 h 45 min;PLAINES DU HAUT-POITOU (POITIERS);POITOU;;497120.83;6612659.32;46.58;0.35;4;INFORMATION ISOLÉE
730086;1844/06/17;2 h 28 min;MAURIENNE (ST-JEAN-DE-MAURIENNE);ALPES SAVOYARDES;SECOUSSE INDIVIDUALISEE D UN ESSAIM;961492.92;6464853.48;45.23;6.33;;
730087;1844/06/21;21 h;MAURIENNE (ST-JEAN-DE-MAURIENNE);ALPES SAVOYARDES;SECOUSSE INDIVIDUALISEE D UN ESSAIM;961571.04;6463004.23;45.22;6.33;;
730217;1844/06/22;0 h 55 min;MAURIENNE (ST-JEAN-DE-MAURIENNE);ALPES SAVOYARDES;SECOUSSE INDIVIDUALISEE D UN ESSAIM;960341.73;6461099.77;45.20;6.32;;INFORMATION ISOLÉE
640217;1844/07/20;;OSSAU (LOUVIE-JUZON);PYRENEES OCCIDENTALES;;436720.11;6229546.61;43.12;-0.23;;
1130521;1844/10/13;4 h 15 min;PIEMONT (CUNEO);ITALIE;;1041473.83;6366779.63;44.32;7.28;4.5;INFORMATION ISOLÉE
740028;1844/12/10;1 h;CHAUTAGNE ?;ALPES SAVOYARDES;;919764.12;6533610.40;45.87;5.83;5;INCERTAINE
640218;1844/12/11;5 h 45 min;OSSAU (LARUNS);PYRENEES OCCIDENTALES;;419880.87;6217274.54;43.00;-0.43;5;INCERTAINE
640219;1844/12/11;6 h;OSSAU (LARUNS);PYRENEES OCCIDENTALES;REPLIQUE;419880.87;6217274.54;43.00;-0.43;;
640220;1844/12/11;8 h;OSSAU (LARUNS);PYRENEES OCCIDENTALES;REPLIQUE;419880.87;6217274.54;43.00;-0.43;;
640221;1844/12/30;23 h;BEARN (E. SARRANCE ?);PYRENEES OCCIDENTALES;;413498.77;6226830.19;43.08;-0.52;;
350020;1845/01/15;20 h 30 min;PAYS MALOUIN (ST-MALO);BRETAGNE;;330579.89;6848755.55;48.63;-2.02;3.5;INFORMATION ISOLÉE
440028;1845/02/25;;PAYS DE NANTES (NANTES);PAYS NANTAIS ET VENDEEN;;355838.71;6689515.23;47.22;-1.55;;
560063;1845/03/25;11 h;PAYS DE LA VILAINE (PEAULE-QUESTEMBERT);BRETAGNE;;294673.60;6737896.65;47.62;-2.40;5;INCERTAINE
560064;1845/03/26;;PAYS DE LA VILAINE (PEAULE-QUESTEMBERT);BRETAGNE;;294673.60;6737896.65;47.62;-2.40;;
170049;1845/05/14;20 h 15 min;AUNIS (LA ROCHELLE);CHARENTES;;379939.40;6571394.93;46.17;-1.15;4;INFORMATION ISOLÉE
760037;1845/07/25;19 h 30 min;PAYS DE CAUX (YVETOT);NORMANDIE;;543464.87;6952244.63;49.65;0.83;4;ASSEZ SURE
1110094;1846/07/29;21 h 25 min;TAUNUS (ST-GOAR);ALLEMAGNE;;1041189.30;7010490.29;50.10;7.77;7;ASSEZ SURE
1110238;1846/07/30;1 h 50 min;TAUNUS (ST-GOAR);ALLEMAGNE;REPLIQUE;1037393.10;7013980.38;50.13;7.72;;INFORMATION ISOLÉE
1110239;1846/07/30;11 h 30 min;TAUNUS (ST-GOAR);ALLEMAGNE;REPLIQUE;1037393.10;7013980.38;50.13;7.72;;INFORMATION ISOLÉE
1110240;1846/07/31;11 h 30 min;TAUNUS (ST-GOAR);ALLEMAGNE;REPLIQUE;1037393.10;7013980.38;50.13;7.72;;INFORMATION ISOLÉE
1120102;1846/08/09;18 h;PLATEAU SUISSE (YVERDON);SUISSE;PRECURSEUR;969720.85;6631949.13;46.73;6.53;;INFORMATION ISOLÉE
1120039;1846/08/17;7 h 40 min;PLATEAU SUISSE (YVERDON);SUISSE;;977093.72;6637842.74;46.78;6.63;6.5;ASSEZ SURE
1120316;1846/08/17;2 h;PLATEAU SUISSE (YVERDON);SUISSE;PRECURSEUR;977093.72;6637842.74;46.78;6.63;3;INCERTAINE
1120317;1846/08/17;6 h 55 min;PLATEAU SUISSE (YVERDON);SUISSE;PRECURSEUR;977093.72;6637842.74;46.78;6.63;5;INCERTAINE
1120318;1846/08/17;22 h 20 min;PLATEAU SUISSE (YVERDON);SUISSE;REPLIQUE;977093.72;6637842.74;46.78;6.63;;INFORMATION ISOLÉE
1120319;1846/08/18;1 h 15 min;PLATEAU SUISSE (YVERDON);SUISSE;REPLIQUE;977093.72;6637842.74;46.78;6.63;;INFORMATION ISOLÉE
1120320;1846/08/18;2 h 20 min;PLATEAU SUISSE (YVERDON);SUISSE;REPLIQUE;977093.72;6637842.74;46.78;6.63;4.5;INFORMATION ISOLÉE
1120321;1846/08/18;3 h 30 min;PLATEAU SUISSE (YVERDON);SUISSE;REPLIQUE;977093.72;6637842.74;46.78;6.63;;INFORMATION ISOLÉE
1120322;1846/08/18;6 h 10 min;PLATEAU SUISSE (YVERDON);SUISSE;REPLIQUE;977093.72;6637842.74;46.78;6.63;;
1120323;1846/08/18;7 h 30 min;PLATEAU SUISSE (YVERDON);SUISSE;REPLIQUE;977093.72;6637842.74;46.78;6.63;;INFORMATION ISOLÉE
640222;1846/09/07;1 h;OSSAU (LOUVIE-JUZON);PYRENEES OCCIDENTALES;;421640.56;6226472.52;43.08;-0.42;;
860013;1846/11/14;12 h 35 min;CHATELLERAUDAIS (LES ORMES);POITOU;;517604.23;6656451.77;46.98;0.60;5.5;ASSEZ SURE
860046;1846/11/14;12 h 55 min;CHATELLERAUDAIS (LES ORMES);POITOU;REPLIQUE;517604.23;6656451.77;46.98;0.60;;
130052;1846/12/12;10 h 15 min;BASSE-PROVENCE (GEMENOS);PROVENCE;GROUPE DE SECOUSSES D UN ESSAIM;913764.42;6248101.90;43.30;5.63;6;INCERTAINE
740029;1847/03/05;23 h 22 min;AVANT-PAYS SAVOYARD (ANNECY);ALPES SAVOYARDES;;942874.79;6538188.25;45.90;6.13;4;INFORMATION ISOLÉE
640223;1847/03/18;22 h 30 min;OSSAU (BIELLE);PYRENEES OCCIDENTALES;;414773.62;6224918.68;43.07;-0.50;;
640224;1847/03/18;23 h;OSSAU (BIELLE);PYRENEES OCCIDENTALES;;414773.62;6224918.68;43.07;-0.50;;
640225;1847/03/23;16 h;OSSAU (EAUX-BONNES);PYRENEES OCCIDENTALES;;423799.00;6213395.44;42.97;-0.38;;
650414;1847/03/24;16 h;BIGORRE (BAGNERES-DE-BIGORRE);PYRENEES CENTRALES;;467718.61;6222788.66;43.07;0.15;;
640226;1847/04;;BEARN (MAULEON ?);PYRENEES OCCIDENTALES;;423799.00;6213395.44;42.97;-0.38;;
260052;1847/05/13;2 h;VERCORS (ST-JEAN-EN-ROYANS);DAUPHINE;;881159.02;6437908.67;45.02;5.30;;
760040;1847/07/10;22 h 50 min;PAYS DE CAUX (FECAMP);NORMANDIE;GROUPE DE SECOUSSES D UN ESSAIM;513493.23;6956857.60;49.68;0.42;6;SURE
130137;1847/07/19;14 h;BASSIN D'AIX-EN-PROVENCE (AIX-EN-PROVENCE);PROVENCE;;898082.47;6273546.49;43.53;5.45;3;INFORMATION ISOLÉE
730088;1847/09/22;9 h 35 min;BELLEDONNE (AIGUEBELLE);ALPES SAVOYARDES;;957255.60;6503579.01;45.58;6.30;;
730089;1847/09/22;12 h;BELLEDONNE (AIGUEBELLE);ALPES SAVOYARDES;REPLIQUE;957255.60;6503579.01;45.58;6.30;;
730090;1847/09/22;12 h 30 min;BELLEDONNE (AIGUEBELLE);ALPES SAVOYARDES;REPLIQUE;957255.60;6503579.01;45.58;6.30;;
390006;1847/10/13;1 h 20 min;PREALPES FRIBOURGEOISES (LUCENS);SUISSE;;993965.81;6631230.50;46.72;6.85;5.5;INCERTAINE
360012;1847/10/14;21 h;BRENNE (ST-GAULTIER);BERRY;;578879.62;6616021.93;46.63;1.42;5;INCERTAINE
240001;1847/10/15;7 h 52 min;VALLEE DE LA DORDOGNE (SIORAC);GUYENNE;;539315.71;6416976.65;44.83;0.97;5.5;ASSEZ SURE
260053;1847/11/30;6 h 30 min;PLAINE DE VALENCE (ROMANS-SUR-ISERE);DAUPHINE;;870609.01;6439461.93;45.03;5.17;5.5;ASSEZ SURE
220009;1847/12/09;2 h;PAYS DINANNAIS (DINAN);BRETAGNE;;328764.17;6839588.35;48.55;-2.03;4;ASSEZ SURE
640553;1848/02/14;23 h 30 min;BEARN (OLORON-SAINTE-MARIE);PYRENEES OCCIDENTALES;;405951.33;6240155.47;43.20;-0.62;;INFORMATION ISOLÉE
640554;1848/02/15;2 h;BEARN (OLORON-SAINTE-MARIE);PYRENEES OCCIDENTALES;REPLIQUE;405951.33;6240155.47;43.20;-0.62;;INFORMATION ISOLÉE
390007;1848/05/16;5 h;PLATEAUX JURASSIENS (NOZEROY);FRANCHE-COMTE;;931430.94;6634061.38;46.77;6.03;5.5;ASSEZ SURE
650071;1848/09/11;;BIGORRE (BAGNERES-DE-BIGORRE);PYRENEES CENTRALES;;467718.61;6222788.66;43.07;0.15;5;INFORMATION ISOLÉE
1100053;1848/10/19;2 h;FLANDRES (OSTENDE);BELGIQUE;;694164.84;7126487.46;51.23;2.92;;
1100054;1848/10/19;7 h;ZUID BEVELAND (VLISSINGEN);PAYS-BAS;;752233.32;7156481.92;51.50;3.75;6;ARBITRAIRE
530001;1848/11/13;17 h 30 min;BASSIN DE LAVAL (GESNES);MAINE;;434926.20;6791132.68;48.17;-0.57;5;ASSEZ SURE
530002;1848/11/13;20 h 30 min;BASSIN DE LAVAL (GESNES);MAINE;REPLIQUE;433604.40;6789338.40;48.15;-0.58;;
760041;1848/12/30;18 h 30 min;ESTUAIRE DE LA SEINE (ST-VIGOR-D'YMONVILLE);NORMANDIE;GROUPE DE SECOUSSES D UN ESSAIM;509204.51;6936587.20;49.50;0.37;6;INCERTAINE
170051;1849/;;SAINTONGE (SAINTES ?);CHARENTES;;417627.86;6523208.84;45.75;-0.63;;
1100055;1849/01/14;22 h 30 min;PAYS DE LIEGE (LIEGE);BELGIQUE;;882985.65;7064446.42;50.65;5.58;;
390008;1849/02/03;11 h;PLATEAUX JURASSIENS (LONS-LE-SAUNIER);FRANCHE-COMTE;;894389.34;6638307.83;46.82;5.55;5;ASSEZ SURE
290008;1849/05/26;22 h;PAYS DE BREST (BREST);BRETAGNE;GROUPE DE SECOUSSES D UN ESSAIM;142202.62;6839618.37;48.42;-4.55;5;INCERTAINE
1130013;1849/06/17;23 h 55 min;PIEMONT (LIMONE PIEMONTE);ITALIE;;1064893.45;6353257.10;44.18;7.57;5;INCERTAINE
1130522;1849/06/22;6 h 25 min;PIEMONT (CUNEO);ITALIE;;1060957.95;6375286.13;44.38;7.53;;INFORMATION ISOLÉE
1130014;1849/06/23;23 h 55 min;PIEMONT (LIMONE PIEMONTE);ITALIE;REPLIQUE;1064786.42;6355105.72;44.20;7.57;;
380025;1849/08/03;22 h 25 min;VERCORS (LA MOTTE-D'AVEILLANS);DAUPHINE;;914220.45;6431551.14;44.95;5.72;5.5;INCERTAINE
730091;1849/10/01;0 h 30 min;MAURIENNE (BONVILLARD);ALPES SAVOYARDES;;958787.29;6498085.71;45.53;6.32;6;INCERTAINE
1130523;1849/10/03;2 h;PIEMONT (SALUZZO);ITALIE;;1055300.10;6404633.47;44.65;7.48;;INFORMATION ISOLÉE
140015;1849/11/12;4 h 40 min;PLAINE DE CAEN (CAEN);NORMANDIE;;453384.60;6903461.14;49.18;-0.38;5;ASSEZ SURE
290009;1849/11/17;4 h 40 min;PAYS DE BREST (BREST);BRETAGNE;;146762.57;6835460.95;48.38;-4.48;5;INFORMATION ISOLÉE
1130394;1849/11/17;4 h 30 min;PIEMONT (CUNEO);ITALIE;;1069909.83;6381371.12;44.43;7.65;;
170052;1850/;;BAS-PAYS CHARENTAIS (ROCHEFORT);CHARENTES;;392858.23;6546637.57;45.95;-0.97;;
640227;1850/01/03;22 h;BEARN (NAVARRENX);PYRENEES OCCIDENTALES;;395734.57;6253616.19;43.32;-0.75;;
60049;1850/04/07;6 h;MONTAGNES DU HAUT-VAR (PUGET-THENIERS);ALPES MARITIMES;;1012859.85;6326357.13;43.97;6.90;;
60140;1850/04/18;;ALPES NICOISES (TENDE);ALPES MARITIMES;GROUPE DE SECOUSSES D UN ESSAIM;1068200.75;6342320.14;44.08;7.60;;INFORMATION ISOLÉE
1110188;1850/06/10;7 h 50 min;VALLEE DU RHIN (BREISACH);ALLEMAGNE;;1042656.44;6780311.40;48.03;7.60;5;INFORMATION ISOLÉE
840120;1850/09/01;3 h;COMTAT (CARPENTRAS);VAUCLUSE;;864260.01;6330021.03;44.05;5.05;5;INFORMATION ISOLÉE
520008;1850/11/04;14 h;PLATEAU DE HAUTE-SAONE (FAYL-BILLOT);CHAMPAGNE;GROUPE DE SECOUSSES D UN ESSAIM;892229.86;6743821.55;47.77;5.57;;
520009;1850/11/05;4 h 20 min;PLATEAU DE HAUTE-SAONE (FAYL-BILLOT);CHAMPAGNE;REPLIQUE;892229.86;6743821.55;47.77;5.57;;
650072;1850/11/17;16 h;BIGORRE (ST-PE-DE-BIGORRE);PYRENEES CENTRALES;;442071.27;6227475.04;43.10;-0.17;7;ASSEZ SURE
650073;1850/11/17;16 h 5 min;BIGORRE (ST-PE-DE-BIGORRE);PYRENEES CENTRALES;GROUPE DE SECOUSSES D UN ESSAIM;442071.27;6227475.04;43.10;-0.17;;
650074;1850/11/17;20 h 45 min;BIGORRE (ST-PE-DE-BIGORRE);PYRENEES CENTRALES;REPLIQUE;442071.27;6227475.04;43.10;-0.17;;
650075;1850/11/18;8 h;BIGORRE (ST-PE-DE-BIGORRE);PYRENEES CENTRALES;REPLIQUE;442071.27;6227475.04;43.10;-0.17;;
650076;1850/11/18;23 h 55 min;BIGORRE (ST-PE-DE-BIGORRE);PYRENEES CENTRALES;GROUPE DE SECOUSSES D UN ESSAIM;447062.16;6216149.41;43.00;-0.10;;
650077;1850/11/20;2 h;BIGORRE (ST-PE-DE-BIGORRE);PYRENEES CENTRALES;REPLIQUE;467718.61;6222788.66;43.07;0.15;;
650078;1850/12/01;23 h;BIGORRE (ST-PE-DE-BIGORRE);PYRENEES CENTRALES;REPLIQUE;451569.12;6227100.97;43.10;-0.05;;
380027;1851/01/07;23 h 30 min;GRESIVAUDAN (GRENOBLE);DAUPHINE;;912210.61;6451855.80;45.13;5.70;5;INCERTAINE
220010;1851/03/12;2 h;PENTHIEVRE (ST-BRIEUC);BRETAGNE;;274496.47;6839591.26;48.52;-2.77;4;INFORMATION ISOLÉE
880014;1851/07/12;15 h 40 min 50 sec;HAUTES-VOSGES (REMIREMONT);VOSGES;;970450.92;6782107.36;48.08;6.63;5;ASSEZ SURE
1120006;1851/08/24;2 h;OBERLAND (S-W. THUN ?);SUISSE;GROUPE DE SECOUSSES D UN ESSAIM;1043862.84;6628310.46;46.67;7.50;7;ARBITRAIRE
730092;1851/09/03;17 h 5 min;MAURIENNE (ST-JEAN-DE-MAURIENNE);ALPES SAVOYARDES;;962564.12;6470456.72;45.28;6.35;;
1120299;1851/09/03;7 h 30 min;BAS-VALAIS (BEX);SUISSE;;1009221.92;6581953.96;46.27;7.02;;INFORMATION ISOLÉE
1120300;1851/09/03;11 h;BAS-VALAIS (BEX);SUISSE;;1009221.92;6581953.96;46.27;7.02;;INFORMATION ISOLÉE
60050;1851/09/23;3 h;COTE D'AZUR (NICE);ALPES MARITIMES;;1043847.06;6298288.46;43.70;7.27;;
1120301;1851/09/23;20 h;BAS-VALAIS (BEX);SUISSE;;1009221.92;6581953.96;46.27;7.02;;INFORMATION ISOLÉE
1120302;1851/09/25;11 h;BAS-VALAIS (BEX);SUISSE;;1009221.92;6581953.96;46.27;7.02;;INFORMATION ISOLÉE
1120303;1851/09/26;11 h;BAS-VALAIS (BEX);SUISSE;;1009221.92;6581953.96;46.27;7.02;;INFORMATION ISOLÉE
290010;1851/10/13;21 h;CORNOUAILLE (AUDIERNE);BRETAGNE;;139195.46;6795247.57;48.02;-4.53;5;INCERTAINE
1130395;1851/10/13;12 h;RIVIERA DI PONENTE (SAN REMO);ITALIE;;1089323.87;6325033.80;43.92;7.85;5;INCERTAINE
640228;1851/10/22;4 h 48 min;BEARN (GAN);PYRENEES OCCIDENTALES;;427854.58;6244752.57;43.25;-0.35;5;ASSEZ SURE
640229;1851/10/22;6 h;BEARN (GAN);PYRENEES OCCIDENTALES;REPLIQUE;429285.95;6246546.47;43.27;-0.33;3;INFORMATION ISOLÉE
1130396;1851/10/26;19 h 57 min;RIVIERA DI PONENTE (SAN REMO);ITALIE;;1083424.81;6311685.85;43.80;7.77;;INFORMATION ISOLÉE
1130524;1851/10/31;17 h 15 min;PIEMONT (CUNEO);ITALIE;;1047189.60;6383781.51;44.47;7.37;;INFORMATION ISOLÉE
490047;1851/12/03;23 h;SAUMUROIS (SAUMUR);ANJOU;;466851.90;6687851.95;47.25;-0.08;3;INFORMATION ISOLÉE
1120226;1851/12/13;5 h 45 min;BAS-VALAIS (BEX);SUISSE;;1009221.92;6581953.96;46.27;7.02;5;INCERTAINE
640230;1852/01/03;22 h;BEARN (NAVARRENX);PYRENEES OCCIDENTALES;;400794.22;6245958.53;43.25;-0.68;;
220011;1852/01/11;1 h 55 min;PAYS DINANNAIS (DINAN);BRETAGNE;;326826.12;6828573.41;48.45;-2.05;;
220012;1852/01/11;6 h;PAYS DINANNAIS (DINAN);BRETAGNE;GROUPE DE SECOUSSES D UN ESSAIM;326826.12;6828573.41;48.45;-2.05;;
1140085;1852/01/20;21 h;CATALOGNE (S.JUAN.ABADESSAS);ESPAGNE;PRECURSEUR;640736.90;6126174.87;42.23;2.28;;
330019;1852/01/25;2 h;ENTRE-DEUX-MERS, BORDELAIS;GUYENNE;PRECURSEUR;416976.73;6423181.82;44.85;-0.58;3;INFORMATION ISOLÉE
1140086;1852/01/25;10 h 20 min;CATALOGNE (S.JUAN.ABADESSAS);ESPAGNE;;640736.90;6126174.87;42.23;2.28;6;INCERTAINE
330013;1852/01/26;2 h 16 min;ENTRE-DEUX-MERS, BORDELAIS;GUYENNE;;425114.76;6428376.43;44.90;-0.48;6;SURE
1140087;1852/01/29;14 h 15 min;CATALOGNE (S.JUAN.ABADESSAS);ESPAGNE;REPLIQUE;640736.90;6126174.87;42.23;2.28;;
650079;1852/02/22;5 h;RIBAGORZA ?;ESPAGNE;;504931.92;6149227.91;42.42;0.63;7;ARBITRAIRE
640231;1852/03/13;1 h 5 min;OSSAU (BIELLE ?);PYRENEES OCCIDENTALES;;420364.17;6228382.75;43.10;-0.43;;
440071;1852/04/09;;PAYS DE NANTES (NANTES);PAYS NANTAIS ET VENDEEN;;355838.71;6689515.23;47.22;-1.55;4.5;INFORMATION ISOLÉE
650080;1852/04/18;22 h 45 min;BIGORRE (BAGNERES-DE-BIGORRE);PYRENEES CENTRALES;PRECURSEUR;467718.61;6222788.66;43.07;0.15;;
650081;1852/04/22;5 h 45 min;BIGORRE (BAGNERES-DE-BIGORRE);PYRENEES CENTRALES;;467718.61;6222788.66;43.07;0.15;;
850009;1852/05/26;0 h 30 min;BOCAGE VENDEEN (LA ROCHE-SUR-YON);PAYS NANTAIS ET VENDEEN;;361226.06;6628022.29;46.67;-1.43;5;INFORMATION ISOLÉE
490108;1852/06;;CRAONNAIS ET SEGREEN;ANJOU;;429665.33;6730195.26;47.62;-0.60;;INFORMATION ISOLÉE
750003;1852/06/06;15 h 10 min;PARIS;ILE-DE-FRANCE;;651094.18;6863166.15;48.87;2.33;;
1120138;1852/06/19;15 h;PLATEAU SUISSE (FRIBOURG);SUISSE;;1022514.01;6645667.13;46.83;7.23;;
900005;1852/07/11;;TERRITOIRE DE BELFORT (BEAUCOURT);FRANCHE-COMTE;;993484.84;6718319.83;47.50;6.90;;
640232;1852/08/06;2 h;BEARN (PAU);PYRENEES OCCIDENTALES;;426738.33;6250363.45;43.30;-0.37;;
1150042;1852/08/12;7 h 40 min;CORNWALL (LISKEARD);GRANDE-BRETAGNE;;169877.32;7066109.19;50.47;-4.47;5.5;INCERTAINE
650082;1852/08/15;13 h 15 min;BIGORRE (BAGNERES-DE-BIGORRE);PYRENEES CENTRALES;;467718.61;6222788.66;43.07;0.15;;
650083;1852/09/02;2 h 45 min;LAVEDAN (ARGELES-GAZOST ?);PYRENEES CENTRALES;;441774.09;6220068.59;43.03;-0.17;;
60051;1852/09/22;7 h;COTE D'AZUR (NICE);ALPES MARITIMES;;1043847.06;6298288.46;43.70;7.27;;
880015;1852/10/25;;HAUTES-VOSGES (EPINAL);VOSGES;;956327.86;6792597.84;48.18;6.45;4;INFORMATION ISOLÉE
260054;1852/11/20;3 h;TRICASTIN (DIEULEFIT);DAUPHINE;SECOUSSE INDIVIDUALISEE D UN ESSAIM;861542.28;6383664.76;44.53;5.03;4.5;INCERTAINE
260055;1852/11/22;6 h;TRICASTIN (DIEULEFIT);DAUPHINE;GROUPE DE SECOUSSES D UN ESSAIM;864238.42;6381882.83;44.52;5.07;;
260056;1852/11/22;13 h;TRICASTIN (DIEULEFIT);DAUPHINE;SECOUSSE INDIVIDUALISEE D UN ESSAIM;864238.42;6381882.83;44.52;5.07;6.5;INFORMATION ISOLÉE
260057;1852/11/23;;TRICASTIN (DIEULEFIT);DAUPHINE;GROUPE DE SECOUSSES D UN ESSAIM;864238.42;6381882.83;44.52;5.07;;
1130525;1852/11/24;12 h 50 min;RIVIERA DI PONENTE (SAN REMO);ITALIE;;1083424.81;6311685.85;43.80;7.77;;INFORMATION ISOLÉE
260058;1852/12/09;;TRICASTIN (DIEULEFIT);DAUPHINE;SECOUSSE INDIVIDUALISEE D UN ESSAIM;861542.28;6383664.76;44.53;5.03;;
730093;1852/12/13;21 h;BEAUFORTIN (ALBERTVILLE);ALPES SAVOYARDES;;964648.12;6513155.56;45.67;6.40;;
530003;1852/12/14;6 h 40 min;CRAONNAIS ET SEGREEN;ANJOU;;426255.58;6737766.29;47.68;-0.65;5;INCERTAINE
330023;1852/12/21;21 h 45 min;ENTRE-DEUX-MERS, BORDELAIS;GUYENNE;;426266.61;6424619.87;44.87;-0.47;4.5;INCERTAINE
840047;1852/12/25;22 h;BASSE-DURANCE (BEAUMONT-DE-PERTUIS);VAUCLUSE;PRECURSEUR;916185.29;6296374.41;43.73;5.68;5;INFORMATION ISOLÉE
840048;1852/12/26;2 h;BASSE-DURANCE (BEAUMONT-DE-PERTUIS);VAUCLUSE;;916185.29;6296374.41;43.73;5.68;5.5;INFORMATION ISOLÉE
840049;1852/12/26;8 h;BASSE-DURANCE (BEAUMONT-DE-PERTUIS);VAUCLUSE;REPLIQUE;916185.29;6296374.41;43.73;5.68;;
260059;1853/01;;TRICASTIN (DIEULEFIT);DAUPHINE;GROUPE DE SECOUSSES D UN ESSAIM;864238.42;6381882.83;44.52;5.07;;
140016;1853/01/06;5 h;MAYENNAIS ?;MAINE;;415482.21;6799461.63;48.23;-0.83;5;INCERTAINE
1140023;1853/01/06;6 h 55 min;CATALOGNE (SORT);ESPAGNE;;546090.94;6146269.41;42.40;1.13;5.5;INCERTAINE
1120137;1853/02/05;3 h;JURA SUISSE (NEUCHATEL);SUISSE;;998756.60;6662973.34;47.00;6.93;;INFORMATION ISOLÉE
260060;1853/02/09;10 h 15 min;TRICASTIN (DIEULEFIT);DAUPHINE;SECOUSSE INDIVIDUALISEE D UN ESSAIM;864238.42;6381882.83;44.52;5.07;;
210015;1853/03/29;10 h;PLAINE DE HAUTE-BOURGOGNE (FONTAINE-FRANC.);BOURGOGNE;;878254.39;6710039.21;47.47;5.37;;
500023;1853/04/01;22 h 45 min;BOCAGE NORMAND (COUTANCES);NORMANDIE;;365032.64;6891217.94;49.03;-1.58;6.5;INCERTAINE
500024;1853/04/02;2 h;BOCAGE NORMAND (COUTANCES);NORMANDIE;REPLIQUE;371644.18;6900120.82;49.12;-1.50;;
500025;1853/04/02;3 h;BOCAGE NORMAND (COUTANCES);NORMANDIE;REPLIQUE;371644.18;6900120.82;49.12;-1.50;;
500026;1853/04/02;4 h;BOCAGE NORMAND (COUTANCES);NORMANDIE;REPLIQUE;374871.06;6892511.21;49.05;-1.45;;
500058;1853/04/03;12 h;BOCAGE NORMAND (COUTANCES);NORMANDIE;REPLIQUE;374871.06;6892511.21;49.05;-1.45;;INFORMATION ISOLÉE
500027;1853/04/08;20 h;BOCAGE NORMAND (COUTANCES);NORMANDIE;REPLIQUE;374871.06;6892511.21;49.05;-1.45;;
680048;1853/05/21;9 h 35 min;FORET NOIRE (LORRACH);ALLEMAGNE;;1058651.00;6742304.69;47.68;7.78;;
730094;1853/05/24;11 h;MAURIENNE (ST-JEAN-DE-MAURIENNE);ALPES SAVOYARDES;;962564.12;6470456.72;45.28;6.35;;
730095;1853/05/25;16 h 15 min;MAURIENNE (ST-JEAN-DE-MAURIENNE);ALPES SAVOYARDES;REPLIQUE;962564.12;6470456.72;45.28;6.35;;
730096;1853/05/26;19 h 15 min;MAURIENNE (ST-JEAN-DE-MAURIENNE);ALPES SAVOYARDES;REPLIQUE;962564.12;6470456.72;45.28;6.35;;
